"","...1","a","q","ad","per_y","data_arc","n_obs_used","H","diameter","moid"
"526",740,3,0,3,6,38885,2347,10,25,2.14707
"527",741,3,0,4,5,37963,0,10,74,1.40304
"528",742,0,2,4,5,38876,2649,8,172,NA
"529",744,2,2,0,3,38649,0,12,11,NA
"530",745,2,0,3,4,38683,2730,12,23,1.1476
"531",746,0,2,3,4,0,0,9,114,1.20747
"532",747,2,0,0,0,0,2495,10,60,NA
"533",749,3,3,3,5,43044,0,9,95,1.89102
"534",750,0,0,0,6,0,0,10,41,1.73787
"535",752,2,2,3,4,0,2665,10,33,1.13344
"536",753,3,0,4,6,0,0,0,89,1.72503
"537",754,3,2,0,0,38712,2185,10,53,1.06646
"538",755,3,0,4,0,38710,2239,0,71,NA
"539",757,0,0,3,0,37781,0,0,147,1.83531
"540",758,2,0,3,0,38579,2378,13,7,0.873614
"541",759,3,0,4,0,42641,2334,0,58,1.89913
"542",762,3,0,0,0,42554,2741,10,43,1.54839
"543",763,3,2,4,6,32430,1939,0,33,1.48486
"544",764,3,0,0,0,0,2663,9,97,1.57193
"545",765,2,2,0,0,42308,2477,11,16,0.89841
"546",766,3,0,3,0,0,2381,10,29,NA
"547",767,3,0,3,0,42639,2563,8,126,1.7354
"548",768,3,3,3,0,0,0,0,92,1.62637
"549",769,0,0,4,5,0,2935,9,50,NA
"550",770,0,0,3,5,0,0,10,32,1.8157
"551",771,3,0,3,5,38395,0,8,152,NA
"552",772,3,3,4,6,0,2278,10,72,1.91326
"553",773,3,2,4,6,0,2068,0,55,NA
"554",774,3,2,0,4,37541,2006,0,81,NA
"555",775,3,3,0,5,40256,2359,9,126,1.8181
"556",776,3,3,4,6,0,0,0,73,1.83428
"557",777,0,2,2,3,37786,3801,0,14,1.11094
"558",779,3,2,0,5,38495,2674,9,76,NA
"559",780,3,0,3,4,41915,2659,9,49,1.04599
"560",781,3,0,4,6,38466,2057,0,108,1.68071
"561",782,3,2,3,0,37927,2498,10,28,1.22697
"562",784,0,0,3,4,30751,2193,11,22,1.2851
"563",786,0,3,0,6,37881,0,0,117,1.51392
"564",787,0,0,3,4,38185,2389,0,62,1.30261
"565",790,0,2,3,5,37405,1967,0,85,NA
"566",791,3,2,3,4,0,0,0,44,NA
"567",793,3,3,0,5,50859,0,10,43,1.90131
"568",794,3,0,3,4,40867,2823,10,47,1.49332
"569",795,2,2,3,3,41829,2784,12,15,0.73539
"570",796,3,2,3,0,37985,0,12,32,NA
"571",797,2,2,2,3,0,2782,0,7,1.04526
"572",798,3,3,3,6,38037,2423,9,46,NA
"573",800,3,3,4,0,38112,2751,10,73,NA
"574",801,3,0,0,0,38110,2187,10,83,NA
"575",802,3,3,3,5,40287,0,0,21,1.83998
"576",804,0,2,3,0,37996,2849,0,9,0.839139
"577",805,2,2,3,3,37836,2821,0,8,0.778894
"578",806,3,3,3,5,0,2716,0,16,1.67512
"579",808,2,2,2,3,40946,0,0,12,NA
"580",809,3,2,0,6,0,2357,9,102,NA
"581",810,3,2,0,4,37818,2525,11,17,NA
"582",812,0,0,3,0,37818,2334,11,23,1.16682
"583",817,0,2,3,3,37763,2429,12,8,0.921666
"584",818,2,0,0,0,0,2450,11,15,1.04094
"585",819,3,2,3,0,38646,0,10,32,1.39678
"586",821,3,0,0,0,37757,0,12,23,1.14222
"587",824,3,2,3,4,38524,0,0,43,1.33859
"588",826,2,0,3,3,37434,2292,0,7,0.899801
"589",828,3,3,3,0,0,0,0,22,NA
"590",830,3,3,0,0,0,2585,12,30,1.93999
"591",831,2,2,3,3,42357,2307,0,6,NA
"592",832,2,2,0,3,0,0,12,6,1.20189
"593",833,3,0,3,5,0,0,10,58,1.53661
"594",834,0,2,3,4,36025,0,11,20,1.20877
"595",835,3,3,0,6,0,0,10,27,1.79839
"596",837,3,3,4,6,0,2087,0,44,1.85739
"597",838,3,3,3,0,0,3390,0,42,1.97275
"598",840,0,0,4,0,0,3410,0,52,NA
"599",841,3,3,3,0,41124,2713,10,25,NA
"600",842,0,3,4,0,41511,0,11,33,NA
"601",843,3,3,4,6,36472,2399,8,81,1.56473
"602",844,3,0,0,0,37178,0,10,81,NA
"603",845,2,0,2,3,0,0,12,13,1.04053
"604",846,0,2,3,4,0,1933,10,27,NA
"605",847,2,0,3,4,36196,2485,0,28,1.0737
"606",848,0,0,3,0,28161,0,0,8,NA
"607",849,0,2,0,0,37508,0,12,12,NA
"608",853,0,0,4,0,0,0,10,65,1.88901
"609",854,3,2,3,5,42462,2215,10,35,NA
"610",855,3,3,3,6,41481,2872,10,67,1.80547
"611",858,0,2,0,3,35753,2566,13,7,0.783483
"612",860,0,0,3,0,0,0,0,78,NA
"613",861,3,3,0,0,37328,0,12,24,1.69731
"614",862,3,0,3,4,37368,0,10,51,1.31579
"615",863,0,0,3,0,37359,2332,12,21,1.09709
"616",865,0,0,2,3,0,2759,13,8,NA
"617",867,0,2,3,4,37343,0,11,34,1.22596
"618",868,0,3,3,6,37343,0,10,58,NA
"619",869,0,0,3,0,37342,2276,0,14,NA
"620",870,0,3,0,5,0,2532,11,22,1.66949
"621",872,2,2,3,0,37492,1661,15,3,0.822537
"622",873,0,0,3,0,37131,0,11,18,1.18988
"623",874,0,0,0,5,37183,2045,11,31,NA
"624",875,3,2,3,4,37285,0,12,12,1.08189
"625",877,2,2,0,3,37129,2557,0,7,0.784596
"626",878,0,5,0,12,37074,2312,9,101,3.53166
"627",879,3,0,4,0,41267,0,0,31,1.51308
"628",880,3,2,4,6,39889,3168,9,87,1.36063
"629",881,0,0,0,4,37095,1243,13,4,0.0865708
"630",882,0,0,0,4,41365,0,10,45,NA
"631",883,2,2,0,4,37060,0,11,17,NA
"632",886,3,3,0,6,36965,2545,0,74,1.98632
"633",887,3,3,4,5,36972,2975,0,86,1.61636
"634",889,3,3,4,0,0,2383,8,110,1.75338
"635",890,2,2,0,3,36911,2343,12,12,0.89679
"636",891,3,2,3,4,36907,2164,10,24,1.29008
"637",893,3,2,3,5,36807,2053,0,31,1.3505
"638",894,2,0,3,4,36902,0,0,20,1.08161
"639",895,0,0,3,3,41462,2618,11,13,NA
"640",897,3,0,3,0,0,2569,0,58,NA
"641",899,0,2,3,0,36814,2624,0,12,0.877864
"642",900,0,0,3,0,37649,2342,9,66,1.65995
"643",901,0,2,0,5,0,0,0,83,NA
"644",902,0,2,3,0,36787,0,0,31,NA
"645",904,3,0,3,5,0,2713,0,49,1.4649
"646",905,5,5,6,12,36681,1736,8,131,4.02013
"647",906,3,3,0,0,0,2105,0,83,1.68148
"648",909,2,2,3,3,36672,0,12,12,0.92769
"649",910,2,2,0,4,0,2514,0,33,0.816069
"650",911,2,0,3,4,36294,2655,12,35,NA
"651",914,3,2,0,0,0,2467,0,27,1.39502
"652",916,0,2,3,0,41114,0,12,19,1.1641
"653",917,3,0,3,4,36382,2233,0,35,NA
"654",918,3,2,3,0,41485,0,0,85,1.49522
"655",919,3,2,0,4,0,2261,0,58,1.51095
"656",920,0,2,4,0,0,0,10,48,1.43027
"657",921,3,0,4,6,0,0,0,76,1.94997
"658",922,3,3,4,6,0,0,10,63,1.68964
"659",923,0,2,0,0,36316,2778,12,11,0.971351
"660",925,3,2,4,6,0,2178,0,45,NA
"661",927,2,2,3,0,33796,0,12,22,0.987226
"662",928,0,2,0,0,36042,2094,10,54,1.19208
"663",930,0,3,0,0,36140,3166,10,43,NA
"664",931,2,2,0,3,37633,0,12,11,NA
"665",933,2,0,3,3,36014,0,0,10,0.838899
"666",934,3,3,0,6,36102,2489,0,80,1.79587
"667",935,0,2,3,0,36007,0,0,18,1.24363
"668",936,0,3,0,6,36006,2225,11,37,1.63669
"669",939,3,2,3,4,34967,1889,0,26,NA
"670",941,3,2,3,5,41149,2703,0,26,NA
"671",943,0,0,4,5,0,0,10,63,NA
"672",944,2,2,3,4,41870,0,0,14,NA
"673",945,2,0,3,3,38474,0,11,12,0.83209
"674",948,0,3,4,6,0,3026,10,59,NA
"675",949,3,2,3,0,0,2391,11,17,0.869352
"676",951,3,3,3,0,0,2566,0,92,1.71718
"677",952,4,0,5,8,35751,0,11,45,2.26749
"678",954,2,0,0,3,35754,2394,0,8,NA
"679",955,0,2,0,4,35550,2523,12,37,1.46316
"680",957,3,0,3,0,41469,2331,0,20,NA
"681",960,2,2,3,3,0,2970,12,10,0.841111
"682",964,3,2,3,4,40472,0,0,61,NA
"683",965,3,2,0,5,0,0,10,78,NA
"684",966,3,0,0,0,0,2167,10,52,1.92359
"685",970,3,0,0,0,38232,0,10,65,2.08595
"686",971,0,2,4,6,41182,0,10,92,NA
"687",972,0,3,0,6,35475,0,0,36,1.73605
"688",973,3,2,3,5,0,0,0,75,NA
"689",974,0,2,4,5,41266,0,11,33,1.45671
"690",975,3,0,0,5,33241,2340,10,33,NA
"691",977,3,0,0,5,0,2349,9,32,1.26151
"692",979,3,2,0,6,35261,0,10,53,1.39025
"693",980,3,0,0,6,29026,0,12,20,NA
"694",981,3,0,0,4,35244,2165,12,13,NA
"695",982,3,2,3,0,0,2115,0,21,1.0859
"696",983,0,3,0,6,30397,0,0,39,1.62983
"697",984,0,3,3,5,35235,0,10,28,1.76955
"698",985,0,0,0,5,31927,2613,11,12,1.73744
"699",986,0,2,0,4,0,2486,0,21,NA
"700",987,0,0,0,4,42150,0,10,20,1.19769
"701",989,0,2,3,0,0,1861,12,20,1.18173
"702",990,0,2,4,6,34978,0,0,28,1.50529
"703",993,3,0,0,6,40774,2423,10,73,NA
"704",994,0,0,3,0,30772,0,0,23,NA
"705",997,3,3,0,0,34935,1878,0,61,NA
"706",1002,2,0,3,4,40824,2241,12,21,1.16572
"707",1003,0,2,0,0,41565,2119,0,35,NA
"708",1005,0,3,3,0,34892,2564,9,82,NA
"709",1008,0,0,0,4,0,2636,11,17,0.914375
"710",1009,0,2,2,0,34777,2070,0,7,0.807517
"711",1010,3,0,3,5,34865,2629,12,10,NA
"712",1011,3,2,0,0,34325,0,0,101,1.03017
"713",1012,0,2,3,0,39845,0,0,34,1.35862
"714",1013,0,3,3,0,0,2499,0,58,1.86047
"715",1015,2,2,2,0,0,0,12,5,0.911444
"716",1018,3,3,4,6,40911,0,9,89,2.06436
"717",1019,3,3,3,0,37542,2522,0,21,1.81243
"718",1020,0,3,4,0,34780,2479,0,60,1.73455
"719",1021,3,3,3,5,0,0,0,75,1.90533
"720",1022,3,3,4,6,0,2631,0,66,1.66571
"721",1023,3,3,3,5,0,2325,11,19,NA
"722",1024,2,2,3,0,34571,0,12,8,0.676895
"723",1025,3,3,4,6,38642,1899,0,56,1.56437
"724",1026,0,0,0,4,34631,6153,9,38,0.343497
"725",1027,2,2,0,3,0,1842,0,7,0.824667
"726",1031,3,3,4,5,41189,2292,10,61,NA
"727",1032,3,3,4,6,34474,2685,10,64,2.00752
"728",1035,2,2,3,4,23892,2674,13,6,NA
"729",1036,3,3,0,5,34023,0,11,29,NA
"730",1037,0,2,3,3,0,2527,12,11,NA
"731",1038,3,2,3,5,34595,0,0,62,NA
"732",1040,0,0,3,4,40494,0,12,9,NA
"733",1041,0,0,4,6,0,2495,10,60,1.90089
"734",1042,0,0,3,3,40500,0,12,10,0.927362
"735",1044,0,0,0,5,41074,2764,0,48,1.55801
"736",1046,0,2,0,0,34901,2831,12,12,NA
"737",1047,0,2,4,0,34326,2562,0,45,1.183
"738",1048,2,0,3,3,41183,0,12,12,0.774312
"739",1049,3,2,3,4,36281,2788,0,25,1.15601
"740",1050,2,2,3,0,34338,0,0,7,0.782141
"741",1051,0,2,0,6,34280,2074,0,23,1.4564
"742",1056,3,2,3,5,33942,0,11,20,1.3521
"743",1057,3,3,3,0,33068,2761,11,21,1.62475
"744",1058,3,3,0,6,33804,2807,9,36,1.79924
"745",1059,3,3,3,0,0,2399,0,39,1.96927
"746",1060,0,2,0,5,39870,0,10,61,NA
"747",1061,3,2,4,6,33822,0,0,54,NA
"748",1062,3,3,0,6,0,2645,0,26,1.5743
"749",1064,3,0,0,0,41148,2831,10,26,1.7
"750",1067,2,0,3,3,0,2055,0,13,0.978519
"751",1068,0,0,0,5,33693,0,0,21,NA
"752",1071,0,0,4,0,33531,0,10,43,1.544
"753",1073,3,2,3,0,33613,2511,0,26,NA
"754",1074,3,3,3,0,40647,0,10,69,NA
"755",1075,0,0,0,6,43229,2291,0,66,NA
"756",1076,3,3,3,5,33586,2417,0,37,1.74404
"757",1079,0,2,3,0,0,2245,0,13,NA
"758",1082,3,0,4,6,33068,2853,9,117,NA
"759",1084,3,3,3,5,33980,2913,10,28,NA
"760",1085,0,2,3,4,33165,2190,11,42,NA
"761",1087,0,2,3,4,41116,0,0,27,1.42114
"762",1088,0,2,4,6,33213,0,0,23,NA
"763",1089,3,3,3,0,0,0,0,17,NA
"764",1090,3,3,0,0,0,2392,10,34,2.04104
"765",1091,3,0,3,5,32273,0,0,37,NA
"766",1092,0,2,2,3,0,0,12,7,0.811874
"767",1093,3,0,0,0,33024,2292,0,23,0.748952
"768",1094,3,3,0,0,33024,0,10,32,1.69155
"769",1096,0,3,4,6,0,2821,10,79,1.8059
"770",1097,2,0,3,0,32852,1792,0,25,0.943387
"771",1098,3,3,4,0,0,0,10,62,NA
"772",1101,0,3,4,0,40251,0,9,45,1.71478
"773",1105,2,0,3,0,41711,2783,12,10,0.787869
"774",1108,2,2,3,3,27829,3057,12,10,0.873054
"775",1109,3,2,3,4,32584,2657,12,13,1.15779
"776",1111,2,0,3,3,33105,0,12,11,0.88822
"777",1112,0,3,0,5,0,2138,11,24,NA
"778",1113,3,0,0,6,0,2234,12,27,NA
"779",1114,2,0,3,3,34103,0,12,11,NA
"780",1116,3,0,3,5,0,3228,11,42,1.64431
"781",1117,3,0,3,5,0,0,10,35,NA
"782",1118,2,0,3,3,41188,0,0,10,NA
"783",1120,2,2,0,0,0,2218,0,8,NA
"784",1121,3,0,0,4,0,2572,10,51,NA
"785",1122,3,0,3,4,0,2909,0,25,0.919396
"786",1124,3,3,0,0,0,0,12,24,NA
"787",1125,0,2,3,5,30870,2347,10,29,1.4894
"788",1127,3,3,3,0,0,0,10,22,1.91746
"789",1129,0,3,4,7,0,2754,10,56,NA
"790",1132,2,2,0,0,32940,0,11,13,0.728039
"791",1133,0,3,3,5,0,2645,10,28,1.67656
"792",1134,3,3,0,0,32694,2342,11,52,NA
"793",1135,0,2,3,3,32856,2703,13,8,NA
"794",1136,2,2,3,4,0,0,13,12,0.747311
"795",1139,0,0,4,6,39427,2768,11,56,2.13576
"796",1140,2,2,0,4,0,3045,12,9,NA
"797",1141,0,2,2,0,0,2602,0,7,1.15009
"798",1142,3,3,4,6,32853,2543,10,29,1.71607
"799",1143,3,0,3,4,32861,2233,0,19,NA
"800",1144,2,0,3,4,0,2634,12,28,NA
"801",1145,3,2,0,0,32853,2173,0,14,NA
"802",1146,0,0,0,6,0,0,0,21,NA
"803",1148,0,0,3,6,0,0,0,32,2.06722
"804",1149,0,2,3,0,32663,0,0,8,NA
"805",1150,0,0,0,6,40123,2529,0,53,NA
"806",1151,0,2,3,4,0,2161,0,26,NA
"807",1153,0,2,3,4,30986,0,13,10,NA
"808",1154,2,2,0,0,0,2268,0,8,NA
"809",1155,0,2,3,4,32422,1316,12,10,NA
"810",1156,3,3,4,6,42160,0,10,82,1.57568
"811",1157,5,5,6,12,32446,2328,0,118,NA
"812",1158,0,5,6,12,32348,0,9,100,3.55212
"813",1159,3,0,3,0,32443,2169,0,18,1.68682
"814",1161,3,2,0,0,32254,2371,0,17,1.32183
"815",1162,3,0,0,0,32381,0,9,92,2.2902
"816",1163,3,0,3,4,32320,0,12,20,1.19882
"817",1164,0,0,0,0,32184,0,13,13,NA
"818",1165,4,3,0,8,41046,3146,0,97,2.35144
"819",1167,2,0,3,3,0,2239,0,14,NA
"820",1168,2,2,0,0,0,2596,12,24,NA
"821",1169,0,2,3,4,33823,2206,11,12,NA
"822",1171,0,0,3,0,0,2574,0,34,1.72969
"823",1175,0,2,0,0,0,0,13,18,1.12436
"824",1176,3,0,3,5,0,1800,0,47,1.79558
"825",1178,3,2,0,0,32261,0,12,12,NA
"826",1180,0,2,3,0,32129,1910,0,6,0.79353
"827",1182,3,2,4,5,0,2220,0,48,NA
"828",1183,3,0,3,0,35747,2506,10,30,1.94969
"829",1184,3,0,3,0,0,0,0,42,1.73015
"830",1185,3,3,0,4,0,0,0,36,1.59334
"831",1186,4,3,0,0,0,2324,10,55,2.3302
"832",1187,3,0,4,5,33922,2277,12,35,NA
"833",1188,3,2,3,4,0,0,0,5,0.847494
"834",1189,0,3,0,5,32077,1989,12,15,NA
"835",1191,0,0,6,0,0,2123,9,100,3.88968
"836",1192,0,3,0,6,33725,0,0,27,1.7442
"837",1193,0,3,3,5,0,2313,10,34,1.80981
"838",1195,4,3,0,0,31937,2432,0,76,NA
"839",1196,0,3,4,6,0,0,0,29,1.77311
"840",1197,3,2,3,4,32477,2465,0,37,NA
"841",1198,3,0,3,4,0,2391,11,13,1.30372
"842",1202,3,0,3,5,0,2819,0,18,1.80359
"843",1203,2,1,0,0,31628,0,0,1,NA
"844",1205,3,3,3,0,0,2932,11,23,1.70857
"845",1206,2,2,0,3,30872,0,11,14,0.861898
"846",1207,2,0,0,3,33037,0,12,9,1.08563
"847",1208,0,0,0,4,32626,2200,0,12,NA
"848",1209,3,3,4,0,31975,2275,0,46,1.62889
"849",1211,0,3,4,0,32097,0,0,28,1.68843
"850",1212,0,2,3,0,0,1769,0,6,1.11359
"851",1213,3,2,0,4,31895,2085,0,19,NA
"852",1214,0,3,4,6,32436,2455,0,36,1.74276
"853",1215,3,2,3,4,33457,2652,12,33,NA
"854",1216,0,0,3,5,0,0,11,23,1.77718
"855",1217,2,2,0,4,0,0,0,22,NA
"856",1218,3,2,3,0,40654,0,0,40,1.42671
"857",1219,3,2,3,4,29961,2134,0,21,1.34192
"858",1220,0,0,3,4,31872,0,0,18,1.05589
"859",1221,3,2,3,5,0,2448,0,63,NA
"860",1223,3,2,0,5,40744,2200,0,48,NA
"861",1224,3,3,3,5,31812,0,10,70,NA
"862",1225,0,2,0,4,40496,2230,12,29,1.13678
"863",1226,3,0,3,5,0,0,0,30,1.64942
"864",1227,3,0,3,4,31723,0,11,18,NA
"865",1232,3,0,0,4,38082,2652,10,13,NA
"866",1234,3,0,0,0,31991,2133,0,22,1.50719
"867",1235,3,3,0,0,32251,0,10,52,2.05307
"868",1237,4,0,0,0,32588,2585,10,68,NA
"869",1240,3,0,4,5,0,3109,11,36,1.69957
"870",1241,0,0,3,4,31616,0,0,13,1.50162
"871",1242,0,3,4,6,0,2733,11,33,1.58299
"872",1244,3,2,3,4,31386,2000,10,49,1.32026
"873",1245,3,0,3,5,0,2032,10,66,1.43016
"874",1246,0,3,0,5,0,0,11,19,1.82972
"875",1247,0,3,4,6,0,2295,9,75,2.20858
"876",1248,2,2,3,0,34093,2607,12,24,1.01487
"877",1249,4,0,0,8,32613,2403,9,97,2.5888
"878",1250,4,0,4,0,0,0,0,105,NA
"879",1253,3,0,3,0,37219,1833,13,7,1.3521
"880",1254,0,2,0,4,31688,0,13,6,1.00262
"881",1256,3,2,3,4,0,2668,0,28,1.23951
"882",1257,3,0,3,0,31620,0,11,36,NA
"883",1258,0,0,3,0,31292,0,11,33,NA
"884",1260,2,2,3,4,31356,2326,0,7,0.861709
"885",1261,3,3,0,6,31409,2556,10,51,2.25592
"886",1262,3,0,0,4,42049,2703,12,26,1.02192
"887",1264,3,2,0,6,42592,2648,10,30,1.49615
"888",1265,3,2,3,4,0,0,10,41,1.23005
"889",1266,3,0,0,5,0,2246,11,42,NA
"890",1267,0,0,0,0,33088,2428,11,21,1.76002
"891",1268,3,3,3,0,31306,2824,11,22,NA
"892",1269,3,0,0,5,0,2493,11,31,1.69493
"893",1271,0,0,3,5,0,0,0,27,1.73227
"894",1272,0,0,3,0,0,0,11,14,1.40356
"895",1273,2,2,0,3,31375,0,0,8,0.61558
"896",1275,0,0,0,6,0,0,11,47,1.98918
"897",1276,2,2,3,4,34278,0,12,26,1.09014
"898",1277,3,0,3,5,33427,0,11,22,1.82903
"899",1278,3,3,0,6,41985,0,0,38,1.67057
"900",1279,3,2,0,5,31159,2405,0,14,NA
"901",1281,0,2,0,0,31213,0,0,21,1.15582
"902",1282,3,3,4,5,0,0,0,35,1.58498
"903",1283,3,3,0,6,33261,0,10,82,NA
"904",1285,0,3,0,0,33741,2749,0,24,1.78846
"905",1286,0,0,3,6,0,0,0,67,1.87297
"906",1287,0,2,2,0,32348,0,0,9,1.048
"907",1288,3,0,0,5,0,0,11,47,1.88233
"908",1289,3,3,4,6,36413,0,10,58,1.76119
"909",1290,2,2,3,4,0,2368,0,10,NA
"910",1291,3,2,4,5,31428,2322,11,36,1.54866
"911",1295,3,0,4,6,0,1870,0,18,NA
"912",1296,2,0,0,4,31196,0,12,13,0.845701
"913",1297,3,2,0,5,40689,2896,11,26,NA
"914",1298,3,2,0,5,0,0,11,37,NA
"915",1299,3,2,3,5,0,0,10,37,NA
"916",1301,0,0,4,6,40373,2285,10,78,1.78002
"917",1302,0,2,3,3,0,2192,0,6,NA
"918",1304,0,2,0,4,30981,0,0,26,NA
"919",1305,0,0,3,5,30931,0,12,22,1.33282
"920",1306,4,3,0,0,34166,2434,0,54,NA
"921",1307,0,2,3,4,31554,2636,11,19,NA
"922",1308,3,0,3,6,35396,0,10,68,NA
"923",1310,3,3,0,0,41451,0,11,47,1.65491
"924",1311,0,0,3,4,0,0,0,15,1.30252
"925",1312,3,0,0,5,31082,0,0,28,1.63972
"926",1313,2,0,0,3,0,0,0,7,0.894233
"927",1314,3,3,0,5,0,0,0,21,1.64977
"928",1317,0,3,3,0,30840,2091,0,24,NA
"929",1320,2,0,3,3,30870,0,11,12,0.883854
"930",1321,3,2,0,4,0,0,0,24,NA
"931",1322,2,0,3,0,0,2683,0,6,NA
"932",1323,4,3,5,8,0,0,10,73,NA
"933",1324,3,2,0,0,33065,0,11,14,1.21307
"934",1327,0,3,3,0,31112,2629,10,24,1.54309
"935",1328,0,3,3,5,0,2714,11,21,1.60295
"936",1329,3,3,3,6,0,0,10,60,2.00942
"937",1332,0,2,4,0,0,0,0,42,NA
"938",1333,2,2,2,0,30797,1807,0,4,NA
"939",1334,3,3,3,5,31960,2668,0,61,NA
"940",1335,0,3,0,0,30727,2428,11,38,1.7231
"941",1336,2,2,0,4,30607,0,12,22,1.05216
"942",1337,3,3,3,6,0,2929,0,46,1.91723
"943",1338,0,0,3,0,0,0,12,33,1.16653
"944",1339,0,3,3,5,0,2256,11,30,1.67316
"945",1340,0,2,4,6,32258,2754,11,27,1.17374
"946",1341,3,3,3,5,0,0,0,14,1.69688
"947",1342,0,0,3,5,31933,0,11,21,1.80818
"948",1346,3,2,3,4,32226,0,0,20,1.40508
"949",1348,3,3,4,6,31459,1872,12,27,NA
"950",1350,0,2,0,0,0,2094,12,19,NA
"951",1351,2,2,3,4,0,2297,11,14,NA
"952",1352,2,2,3,0,30468,0,12,7,0.735943
"953",1353,2,2,2,3,30502,0,13,6,NA
"954",1354,0,0,3,4,37832,0,12,21,1.00637
"955",1355,0,2,3,4,0,2080,0,19,NA
"956",1356,0,3,0,6,30372,0,12,21,1.83685
"957",1357,0,2,3,0,0,2084,12,20,NA
"958",1359,3,2,4,0,34975,0,12,23,1.48851
"959",1361,3,2,3,5,0,2487,0,20,NA
"960",1362,2,2,3,0,0,1791,13,11,0.682309
"961",1363,2,2,0,3,30573,2091,13,7,0.781428
"962",1364,0,0,0,0,0,2533,11,21,1.76107
"963",1366,0,3,4,0,32641,2175,0,96,NA
"964",1367,3,0,3,4,30496,1703,12,11,1.14407
"965",1368,3,0,3,0,30318,2041,12,26,1.10304
"966",1369,2,0,3,4,0,0,12,11,1.15467
"967",1370,0,3,3,6,0,2030,12,20,2.01472
"968",1371,2,2,3,3,32292,2909,12,12,0.867186
"969",1372,3,2,3,0,0,0,11,21,0.979055
"970",1375,0,0,4,0,32270,2255,11,16,NA
"971",1377,3,0,3,4,0,0,13,14,1.25019
"972",1378,3,0,0,4,0,0,12,27,0.910033
"973",1379,0,5,6,0,30318,1335,9,84,NA
"974",1380,2,2,0,0,0,2252,0,7,0.946031
"975",1381,3,2,0,4,0,1935,0,24,NA
"976",1383,3,3,3,5,30099,2552,0,35,NA
"977",1385,0,3,3,0,30168,2484,11,21,1.72233
"978",1386,3,0,3,5,30031,0,0,28,1.84852
"979",1387,0,2,2,0,0,0,0,8,NA
"980",1390,2,2,2,0,41003,2337,12,7,NA
"981",1391,3,0,3,0,0,0,0,28,NA
"982",1392,3,3,3,0,0,2763,11,17,NA
"983",1393,2,2,0,0,0,0,12,12,0.77816
"984",1394,0,2,3,0,37385,2471,11,15,0.977276
"985",1395,3,3,0,0,31986,2713,0,21,1.53132
"986",1396,3,3,3,0,41215,2594,10,43,1.82482
"987",1397,0,2,0,3,31219,2561,13,6,0.868779
"988",1398,0,0,0,5,0,2701,11,20,NA
"989",1399,3,3,3,6,36796,0,0,65,2.01387
"990",1400,3,0,3,4,25296,2534,11,12,1.35575
"991",1401,3,0,3,4,29991,2637,11,18,1.1768
"992",1402,3,2,3,5,0,2494,0,35,1.17218
"993",1404,3,2,3,4,29999,2033,12,10,NA
"994",1405,3,2,3,4,29998,0,0,9,NA
"995",1406,0,2,3,0,29853,2380,0,14,NA
"996",1408,3,2,0,5,0,2034,12,13,1.34662
"997",1409,0,3,0,0,0,0,10,27,1.80966
"998",1410,0,2,3,4,30118,2306,0,14,NA
"999",1412,0,0,5,0,0,1954,8,118,4.02349
"1000",1413,3,2,0,6,0,0,0,38,NA
"1001",1414,0,4,4,0,29798,2429,10,51,2.54907
"1002",1415,3,3,0,0,29795,0,12,15,1.56008
"1003",1417,3,3,3,5,42668,0,0,17,1.64909
"1004",1420,0,3,0,6,0,2612,12,20,NA
"1005",1421,0,0,0,3,29689,0,13,8,NA
"1006",1422,3,0,3,4,36945,2526,12,12,NA
"1007",1424,2,2,3,0,33413,0,12,9,0.901092
"1008",1425,3,2,0,4,37930,2358,0,18,NA
"1009",1426,2,0,2,3,21204,2223,13,6,0.940566
"1010",1427,3,0,4,5,0,1607,0,21,NA
"1011",1430,2,2,0,0,30026,2191,0,6,0.974267
"1012",1432,3,2,3,4,31276,2695,0,18,1.2775
"1013",1433,3,2,3,4,0,0,0,17,1.18132
"1014",1434,3,2,4,6,29866,2436,0,29,1.4361
"1015",1435,0,0,3,4,29754,2098,13,8,1.07927
"1016",1436,0,3,3,6,30696,3314,0,35,NA
"1017",1437,0,0,0,0,20392,2565,11,27,1.79691
"1018",1438,0,0,0,6,0,2312,11,37,1.56382
"1019",1440,3,0,4,5,29757,0,12,18,NA
"1020",1441,2,2,0,0,35199,2322,12,22,1.04176
"1021",1443,0,0,0,0,0,0,0,75,1.92493
"1022",1444,3,0,3,6,0,0,11,37,1.93001
"1023",1446,0,0,3,0,32002,2416,0,8,0.79136
"1024",1447,0,2,3,4,29369,2221,0,18,0.985375
"1025",1448,2,0,0,3,0,0,13,7,NA
"1026",1449,0,2,0,0,0,1707,0,26,NA
"1027",1450,0,0,0,4,41050,0,0,10,1.26233
"1028",1452,2,2,2,3,28593,2067,13,6,0.983446
"1029",1453,0,0,3,0,0,2968,0,34,NA
"1030",1454,0,0,3,5,33219,2563,11,17,1.75419
"1031",1455,3,2,3,4,0,2348,0,11,1.25401
"1032",1456,0,2,0,5,31494,2106,11,41,1.21846
"1033",1457,3,3,3,5,31261,1906,0,17,NA
"1034",1458,2,2,2,3,29582,2732,13,6,0.91109
"1035",1460,3,3,3,5,0,0,10,25,NA
"1036",1461,0,0,0,6,29345,2789,0,27,1.73965
"1037",1462,0,2,3,4,32358,2059,12,15,1.01141
